농장아이디,개체 구별 번호,산차,교배지수,경과일,교배일,임신 사고기간,임신 사고 원인,임신 기간,분만일,총산자수,미라,사산,실산자수,생시도태두수,양자전입두수,양자전출두수,포유자돈폐사 두수,부분이유 두수,포유기간,이유일,이유두수
PF_0021299,103,2,1,4,20200907,,,116,20210101,8,0,0,8,,,,,,27,20210128,8
PF_0021285,278,3,1,4,20200907,,,118,20210103,0,0,1,-1,,,,,,,,
PF_0021277,433,2,1,4,20201023,,,116,20210216,15,0,0,15,,,,,,,,
PF_0021277,1236,1,2,45,20201020,,,119,20210216,16,1,0,15,,,,,,,,
PF_0021277,360,1,1,4,20201009,,,116,20210202,17,0,2,15,,,,,,,,
PF_0021382,49,4,1,5,20201124,,,114,20210318,19,0,1,18,,,,,,28,20210415,10
PF_0021382,358,3,1,5,20201020,,,115,20210212,12,0,0,12,,,,,,27,20210311,12
PF_0021277,1007,1,1,5,20200919,,,115,20210112,17,0,1,16,,,,,,27,20210208,11
PF_0021295,121,1,1,5,20200914,,,113,20210105,9,0,0,9,,,,,,26,20210131,9
PF_0021382,338,4,1,4,20201102,,,115,20210225,20,0,0,20,,,,,,28,20210325,11
PF_0021382,598,0,1,243,20200922,,,116,20210116,7,0,0,7,,,,,,26,20210211,10
PF_0021398,329,0,1,240,20201204,,,114,20210328,14,0,0,14,,,,,,25,20210422,12
PF_0021277,785,1,1,4,20201002,,,116,20210126,19,0,0,19,,,,,,27,20210222,0
PF_0021277,277,2,1,4,20201016,,,116,20210209,12,1,0,11,,,,,,,,
PF_0021277,136,2,1,4,20201023,,,116,20210216,14,1,0,13,,,,,,,,
PF_0021292,30,2,2,19,20200929,,,114,20210121,14,4,0,10,,,,,,,,
PF_0021282,331,6,1,5,20200908,,,115,20210101,15,1,1,13,,,,,,,,
PF_0021277,214,1,1,4,20201002,,,115,20210125,17,0,1,16,,,,,,28,20210222,0
PF_0021398,55,5,1,5,20201110,,,114,20210304,16,0,2,14,,,,,,21,20210325,12
PF_0021382,596,0,1,243,20200930,,,115,20210123,16,0,0,16,,,,,,26,20210218,11
PF_0021287,935,1,2,32,20200913,,,114,20210105,0,0,0,0,,,,,,,,
PF_0021282,321,6,1,5,20200922,,,115,20210115,17,0,0,17,,,,,,,,
PF_0021293,220,1,3,0,20200909,,,114,20210101,10,0,0,10,,,,,,23,20210124,10
PF_0021382,480,1,1,5,20201020,,,115,20210212,13,0,0,13,,,,,,27,20210311,12
PF_0021277,1368,2,1,5,20201024,,,115,20210216,16,1,0,15,,,,,,,,
PF_0020199,94,4,1,5,20201014,,,116,20210207,9,0,0,9,,,,,,,,
PF_0021382,471,0,1,242,20201003,,,114,20210125,18,0,0,18,,,,,,24,20210218,12
PF_0021282,314,6,1,5,20200922,,,113,20210113,15,2,0,13,,,,,,,,
PF_0021382,595,0,1,243,20200922,,,115,20210115,14,0,0,14,,,,,,27,20210211,12
PF_0021398,337,0,1,240,20201227,,,114,20210420,13,0,2,11,,,,,,,,
PF_0021277,851,1,1,5,20201003,,,114,20210125,15,0,0,15,,,,,,28,20210222,0
PF_0021286,131,3,1,5,20201117,,,115,20210312,0,0,0,0,,,,,,,,
PF_0021382,279,6,1,5,20201027,,,115,20210219,11,0,0,11,,,,,,27,20210318,10
PF_0021382,158,8,1,5,20200908,,,115,20210101,13,0,1,12,,,,,,27,20210128,10
PF_0021398,127,4,1,2,20201121,,,115,20210316,13,0,0,13,,,,,,23,20210408,12
PF_0020239,40,2,2,0,20200910,,,117,20210105,9,0,1,8,,,,,,27,20210201,8
PF_0021382,215,4,1,4,20201012,,,116,20210205,17,0,1,16,,,,,,27,20210304,11
PF_0021277,1108,0,1,270,20201012,,,120,20210209,13,0,0,13,,,,,,,,
PF_0021287,505,2,1,6,20200916,,,114,20210108,0,0,0,0,,,,,,,,
PF_0021382,176,5,1,5,20201006,,,115,20210129,12,1,0,11,,,,,,27,20210225,10
PF_0020199,163,2,1,5,20200915,,,118,20210111,8,0,0,8,,,,,,23,20210203,9
PF_0021291,1094,1,1,0,20201007,,,114,20210129,9,1,1,7,,,,,,,,
PF_0021299,101,2,4,0,20200922,,,115,20210115,5,2,0,3,,,,,,,,
PF_0021382,337,4,1,24,20201122,,,115,20210317,14,0,0,14,,,,,,22,20210408,12
PF_0020199,179,2,1,5,20200908,,,115,20210101,15,0,0,15,,,,,,27,20210128,9
PF_0020239,9,2,1,5,20200808,,,161,20210116,8,0,0,8,,,,,,,,
PF_0021277,810,1,1,5,20200912,,,115,20210105,13,1,0,12,,,,,,27,20210201,10
PF_0021398,233,0,1,240,20201030,,,114,20210221,12,0,0,12,,,,,,18,20210311,10
PF_0021282,330,6,1,5,20200908,,,115,20210101,12,2,0,10,,,,,,,,
PF_0021277,985,1,1,3,20201008,,,117,20210202,21,1,1,19,,,,,,,,
PF_0021277,498,1,1,5,20201003,,,115,20210126,17,1,0,16,,,,,,27,20210222,0
PF_0021382,590,0,1,242,20201013,,,115,20210205,13,0,0,13,,,,,,27,20210304,10
PF_0021277,83,1,1,1,20200915,,,119,20210112,13,0,0,13,,,,,,27,20210208,10
PF_0021277,30,1,1,4,20201009,,,116,20210202,10,0,0,10,,,,,,,,
PF_0021277,329,2,1,3,20201022,,,117,20210216,13,1,0,12,,,,,,,,
PF_0021277,1305,1,1,11,20200925,,,116,20210119,11,0,0,11,,,,,,27,20210215,11
PF_0021277,21,1,1,6,20200913,,,114,20210105,9,0,0,9,,,,,,27,20210201,10
PF_0021290,88,3,1,46,20200908,,,116,20210102,15,0,2,13,,,,,,,,
PF_0021382,384,3,1,4,20201102,,,115,20210225,16,0,2,14,,,,,,28,20210325,11
PF_0021282,165,3,1,5,20200922,,,113,20210113,18,3,0,15,,,,,,,,
PF_0021277,1009,1,1,4,20200918,,,116,20210112,21,2,1,18,,,,,,27,20210208,11
PF_0021382,382,3,1,4,20200928,,,115,20210121,12,0,1,11,,,,,,28,20210218,12
PF_0021291,1208,0,1,270,20200912,,,115,20210105,17,2,0,15,,,,,,23,20210128,11
PF_0021277,353,2,1,6,20201024,,,115,20210216,13,1,0,12,,,,,,,,
PF_0021287,506,2,1,6,20200916,,,114,20210108,0,0,0,0,,,,,,,,
PF_0021293,234,4,1,5,20201013,,,117,20210207,8,0,0,8,,,,,,,,
PF_0021277,1294,1,1,4,20200925,,,116,20210119,12,0,7,5,,,,,,27,20210215,11
PF_0020199,225,1,1,5,20200919,,,117,20210114,5,0,0,5,,,,,,28,20210211,10
PF_0021299,24,6,1,4,20200921,,,115,20210114,13,2,1,10,,,,,,,,
PF_0021282,329,0,1,269,20200921,,,115,20210114,14,1,0,13,,,,,,,,
PF_0020239,159,2,1,18,20200924,61,재발불임,114,20210116,10,0,0,10,,,,,,,,
PF_0020239,218,0,2,0,20200926,,,114,20210118,8,0,0,8,,,,,,,,
PF_0021382,68,4,1,5,20201103,,,115,20210226,18,1,0,17,,,,,,27,20210325,13
PF_0021382,48,4,1,5,20201229,,,114,20210422,18,1,3,14,,,,,,,,
PF_0021398,93,3,1,5,20210105,,,113,20210428,16,0,0,16,,,,,,,,
PF_0021277,1055,0,3,45,20200912,,,115,20210105,14,0,1,13,,,,,,20,20210125,12
PF_0020239,12,3,1,5,20201003,,,115,20210126,10,0,2,8,,,,,,,,
PF_0021277,883,1,1,4,20201002,,,116,20210126,13,0,0,13,,,,,,27,20210222,0
PF_0021398,113,4,2,44,20201030,,,112,20210219,14,0,2,12,,,,,,20,20210311,11
PF_0021291,1206,0,1,270,20200909,,,115,20210102,12,2,0,10,,,,,,19,20210121,12
PF_0021382,538,1,1,5,20201201,,,115,20210326,14,0,0,14,,,,,,27,20210422,11
PF_0021382,109,6,1,4,20201214,,,115,20210408,12,0,0,12,,,,,,,,
PF_0020199,84,4,1,5,20201022,,,117,20210216,13,0,0,13,,,,,,,,
PF_0021382,609,0,1,242,20201011,,,115,20210203,13,0,0,13,,,,,,29,20210304,11
PF_0021277,28,1,1,4,20200925,,,116,20210119,15,0,2,13,,,,,,27,20210215,10
PF_0021382,603,0,1,243,20201201,,,115,20210326,12,0,0,12,,,,,,27,20210422,11
PF_0021286,25,1,1,262,20200925,,,114,20210117,15,0,0,15,,,,,,,,
PF_0021277,119,1,1,5,20200905,,,118,20210101,7,0,0,7,,,,,,24,20210125,9
PF_0021286,16,1,1,248,20200914,,,116,20210108,14,1,0,13,,,,,,17,20210125,13
PF_0021285,62,0,2,22,20200911,,,122,20210111,3,0,0,3,,,,,,,,
PF_0021277,1253,0,1,270,20200925,,,116,20210119,14,0,1,13,,,,,,27,20210215,12
PF_0021277,781,1,1,4,20201016,,,116,20210209,4,0,0,4,,,,,,,,
PF_0021280,79,5,1,4,20200921,,,114,20210113,12,1,0,11,,,,,,22,20210204,10
PF_0021277,1014,1,1,5,20201017,,,115,20210209,22,1,2,19,,,,,,,,
PF_0021290,20,5,1,4,20200908,,,116,20210102,15,0,0,15,,,,,,,,
PF_0021282,157,0,1,258,20200922,,,115,20210115,14,0,4,10,,,,,,,,
PF_0021277,349,2,1,4,20201023,,,116,20210216,10,0,0,10,,,,,,,,
PF_0020199,186,2,1,5,20200924,,,114,20210116,4,0,0,4,,,,,,26,20210211,9
PF_0021382,61,3,1,4,20201005,,,115,20210128,16,1,0,15,,,,,,28,20210225,12
PF_0021277,957,1,1,5,20200919,,,115,20210112,13,2,0,11,,,,,,27,20210208,9
PF_0021282,322,6,1,5,20200922,,,113,20210113,15,2,3,10,,,,,,,,
PF_0021382,367,3,1,5,20200922,,,115,20210115,16,1,1,14,,,,,,27,20210211,10
PF_0021277,273,1,1,4,20201009,,,116,20210202,7,0,0,7,,,,,,,,
PF_0021382,207,8,1,11,20201207,,,114,20210331,18,0,1,17,,,,,,29,20210429,11
PF_0021382,436,3,1,1,20210101,,,111,20210422,12,0,1,11,,,,,,,,
PF_0021277,1391,1,1,4,20201002,,,116,20210126,16,0,0,16,,,,,,27,20210222,0
PF_0021277,204,1,1,5,20201010,,,115,20210202,8,0,0,8,,,,,,,,
PF_0021382,450,2,1,4,20201019,,,115,20210211,14,0,0,14,,,,,,28,20210311,13
PF_0021295,88,1,3,0,20201012,,,116,20210205,14,0,2,12,,,,,,,,
PF_0021287,1100,1,1,0,20200914,,,115,20210107,0,0,0,0,,,,,,,,
PF_0021277,1224,1,1,4,20201016,,,116,20210209,13,3,0,10,,,,,,,,
PF_0021277,832,1,1,4,20201002,,,116,20210126,4,0,0,4,,,,,,27,20210222,0
PF_0021277,856,1,2,12,20200910,,,117,20210105,10,0,0,10,,,,,,27,20210201,10
PF_0021277,111,1,1,4,20200925,,,116,20210119,6,0,1,5,,,,,,27,20210215,10
PF_0021382,345,3,1,4,20201026,,,115,20210218,17,0,1,16,,,,,,28,20210318,14
PF_0021398,88,4,1,6,20200930,,,113,20210121,12,0,4,8,,,,,,21,20210211,5
PF_0021382,340,3,2,19,20200927,,,115,20210120,14,0,0,14,,,,,,29,20210218,11
PF_0021382,64,4,1,18,20201214,,,115,20210408,15,0,0,15,,,,,,,,
PF_0021382,374,3,1,4,20200928,,,115,20210121,16,0,0,16,,,,,,28,20210218,12
PF_0021382,377,3,1,5,20200929,,,114,20210121,18,0,0,18,,,,,,28,20210218,12
PF_0021280,525,4,1,0,20200915,,,114,20210107,13,3,0,10,,,,,,21,20210128,9
PF_0021280,250,2,1,4,20200928,,,114,20210120,13,2,0,11,,,,,,22,20210211,11
PF_0021299,113,2,1,5,20201006,,,115,20210129,12,2,0,10,,,,,,,,
PF_0021382,12,6,2,26,20201218,,,116,20210413,14,0,1,13,,,,,,,,
PF_0021280,347,1,1,0,20200922,,,114,20210114,13,2,0,11,,,,,,28,20210211,11
PF_0021398,49,5,1,4,20201116,,,114,20210310,13,0,1,12,,,,,,22,20210401,12
PF_0021282,288,5,1,5,20200922,,,113,20210113,16,3,2,11,,,,,,,,
PF_0021382,373,3,1,5,20201020,,,115,20210212,15,0,1,14,,,,,,27,20210311,12
PF_0021277,1038,0,3,21,20201004,,,114,20210126,16,1,0,15,,,,,,27,20210222,0
PF_0021382,346,3,1,5,20201103,,,114,20210225,10,0,0,10,,,,,,28,20210325,12
PF_0021382,246,4,1,4,20201130,,,115,20210325,13,0,2,11,,,,,,28,20210422,12
PF_0021282,159,0,1,268,20200920,,,115,20210113,15,1,3,11,,,,,,,,
PF_0021286,13,3,1,5,20200915,,,114,20210107,12,2,0,10,,,,,,18,20210125,10
PF_0021382,214,4,1,4,20201026,,,115,20210218,20,1,1,18,,,,,,28,20210318,11
PF_0021277,373,1,1,4,20200911,,,116,20210105,6,0,0,6,,,,,,27,20210201,10
PF_0021277,1177,0,1,270,20201019,,,116,20210212,14,0,1,13,,,,,,,,
PF_0021277,239,0,1,270,20201009,,,116,20210202,8,0,0,8,,,,,,,,
PF_0021277,128,1,1,5,20200919,,,115,20210112,14,0,0,14,,,,,,27,20210208,11
PF_0021398,57,5,1,4,20201116,,,115,20210311,15,0,3,12,,,,,,21,20210401,10
PF_0020266,127,4,1,4,20200921,,,119,20210118,18,0,5,13,,,,,,,,
PF_0021277,443,1,2,21,20200926,,,115,20210119,15,1,0,14,,,,,,27,20210215,10
PF_0020426,48,4,1,5,20200915,,,114,20210107,11,0,0,11,,,,,,,,
PF_0021277,1234,1,1,5,20201010,,,115,20210202,17,0,0,17,,,,,,,,
PF_0021398,4,1,1,32,20210111,,,114,20210505,14,0,0,14,,,,,,,,
PF_0021398,212,0,3,17,20201207,,,114,20210331,15,0,2,13,,,,,,22,20210422,10
PF_0021277,894,1,1,5,20201003,,,115,20210126,17,0,3,14,,,,,,27,20210222,0
PF_0021286,12,10,1,5,20200915,,,115,20210108,16,3,0,13,,,,,,17,20210125,13
PF_0021277,87,1,1,4,20200911,,,116,20210105,6,0,0,6,,,,,,27,20210201,10
PF_0021398,128,5,1,4,20210111,,,114,20210505,10,0,0,10,,,,,,,,
PF_0021291,1212,0,1,270,20200917,,,114,20210109,12,0,1,11,,,,,,19,20210128,12
PF_0021382,29,6,1,4,20201102,,,115,20210225,17,0,1,16,,,,,,24,20210321,11
PF_0020239,246,0,3,0,20200914,,,114,20210106,6,0,0,6,,,,,,26,20210201,5
PF_0021277,225,1,2,66,20200913,,,114,20210105,10,1,0,9,,,,,,27,20210201,11
PF_0021382,460,1,1,6,20201202,,,113,20210325,15,0,2,13,,,,,,28,20210422,10
PF_0021382,77,6,1,5,20200915,,,114,20210107,17,1,0,16,,,,,,28,20210204,11
PF_0021382,495,1,1,5,20201110,,,115,20210305,19,2,0,17,,,,,,27,20210401,12
PF_0021280,13,8,1,5,20200915,,,114,20210107,12,1,0,11,,,,,,21,20210128,9
PF_0021277,1403,2,1,4,20201023,,,116,20210216,15,1,0,14,,,,,,,,
PF_0021282,164,2,1,5,20200922,,,115,20210115,14,0,4,10,,,,,,,,
PF_0021277,312,1,1,4,20201016,,,116,20210209,14,0,0,14,,,,,,,,
PF_0020236,251,0,1,270,20200927,,,115,20210120,16,0,3,13,,,,,,17,20210206,13
PF_0021382,492,1,1,5,20201103,,,114,20210225,10,0,0,10,,,,,,28,20210325,11
PF_0021277,975,1,2,20,20201002,,,116,20210126,18,4,2,12,,,,,,27,20210222,0
PF_0021277,594,0,2,43,20200930,,,117,20210125,3,0,0,3,,,,,,28,20210222,0
PF_0021277,1122,0,1,270,20201023,,,116,20210216,13,0,0,13,,,,,,,,
PF_0021290,475,2,1,4,20200921,,,115,20210114,13,0,0,13,,,,,,,,
PF_0021398,59,5,1,5,20201110,,,114,20210304,12,0,0,12,,,,,,21,20210325,9
PF_0021287,577,2,1,5,20200915,,,114,20210107,0,0,0,0,,,,,,,,
PF_0021291,171,2,1,5,20200908,,,115,20210101,16,0,0,16,,,,,,,,
PF_0020239,240,1,3,0,20200917,,,115,20210110,6,0,0,6,,,,,,22,20210201,3
PF_0021398,154,5,1,4,20210111,,,109,20210430,21,0,6,15,,,,,,,,
PF_0021277,797,1,1,3,20201015,,,117,20210209,18,1,1,16,,,,,,,,
PF_0021277,919,1,1,5,20201010,,,115,20210202,17,1,0,16,,,,,,,,
PF_0021282,176,6,1,5,20201005,,,114,20210127,17,1,2,14,,,,,,,,
PF_0020199,122,3,1,5,20200915,,,115,20210108,17,0,0,17,,,,,,29,20210206,9
PF_0021281,230,3,1,5,20200908,,,116,20210102,18,5,0,13,,,,,,,,
PF_0021382,293,10,2,41,20201228,,,114,20210421,14,0,0,14,,,,,,,,
PF_0020426,59,3,1,5,20200915,,,114,20210107,16,0,0,16,,,,,,,,
PF_0020426,54,3,1,5,20200915,,,114,20210107,12,0,0,12,,,,,,,,
PF_0021285,124,10,1,5,20200908,,,115,20210101,10,0,2,8,,,,,,,,
PF_0021277,1295,1,1,6,20200927,,,114,20210119,7,0,0,7,,,,,,27,20210215,11
PF_0020239,129,0,1,270,20200924,,,114,20210116,11,0,0,11,,,,,,,,
PF_0021280,203,3,1,5,20200915,114,재발불임,114,20210107,14,2,0,12,,,,,,21,20210128,12
PF_0021398,304,5,1,4,20201214,,,115,20210408,13,0,0,13,,,,,,21,20210429,12
PF_0021282,180,6,1,5,20201005,,,113,20210126,14,6,0,8,,,,,,,,
PF_0021398,217,0,1,240,20200923,,,111,20210112,12,0,1,11,,,,,,23,20210204,9
PF_0021382,295,10,1,5,20201117,,,114,20210311,14,0,1,13,,,,,,28,20210408,10
PF_0021277,1075,0,2,45,20200907,,,116,20210101,7,0,0,7,,,,,,24,20210125,12
PF_0021277,311,1,1,4,20201002,,,116,20210126,16,2,0,14,,,,,,27,20210222,0
PF_0021382,46,4,1,9,20201212,,,104,20210326,9,0,0,9,,,,,,27,20210422,7
PF_0020199,280,0,1,210,20200921,,,116,20210115,10,0,0,10,,,,,,27,20210211,8
PF_0021382,196,7,1,5,20201222,,,114,20210415,16,0,0,16,,,,,,,,
PF_0021280,28,6,1,17,20201011,,,114,20210202,14,2,0,12,,,,,,16,20210218,9
PF_0021277,96,1,1,4,20201009,,,116,20210202,15,0,0,15,,,,,,,,
PF_0021382,453,2,2,40,20200913,,,115,20210106,18,0,1,17,,,,,,29,20210204,10
PF_0021382,37,4,1,5,20201117,,,114,20210311,21,0,0,21,,,,,,28,20210408,10
PF_0020239,201,1,2,0,20200915,,,114,20210107,8,0,1,7,,,,,,25,20210201,7
PF_0021382,411,3,1,5,20201215,,,114,20210408,15,0,2,13,,,,,,,,
PF_0021398,330,0,1,240,20201228,,,114,20210421,15,0,0,15,,,,,,,,
PF_0021290,366,7,1,20,20200909,,,119,20210106,11,0,0,11,,,,,,,,
PF_0021277,517,2,1,4,20201023,,,116,20210216,13,1,0,12,,,,,,,,
PF_0021287,392,0,2,22,20200909,,,114,20210101,0,0,0,0,,,,,,,,
PF_0021282,162,2,1,5,20200922,,,113,20210113,19,4,0,15,,,,,,,,
PF_0021398,85,1,1,5,20201117,,,114,20210311,12,0,0,12,,,,,,21,20210401,11
PF_0020239,205,0,3,0,20201004,,,114,20210126,13,0,2,11,,,,,,,,
PF_0021277,1427,1,1,4,20200925,,,116,20210119,17,1,0,16,,,,,,27,20210215,10
PF_0021285,194,6,1,5,20200915,,,116,20210109,20,0,4,16,,,,,,,,
PF_0021285,380,2,1,4,20200914,,,115,20210107,17,0,6,11,,,,,,,,
PF_0020236,157,4,1,5,20201006,,,117,20210131,19,0,5,14,,,,,,,,
PF_0020199,92,3,3,0,20201027,,,119,20210223,8,0,0,8,,,,,,,,
PF_0021291,1210,0,1,270,20200916,,,115,20210109,14,1,0,13,,,,,,19,20210128,11
PF_0021287,537,2,1,5,20200915,,,114,20210107,0,0,0,0,,,,,,,,
PF_0021287,546,2,1,5,20200915,,,114,20210107,0,0,0,0,,,,,,,,
PF_0021398,177,4,1,4,20201123,,,113,20210316,12,0,0,12,,,,,,23,20210408,10
PF_0021382,490,1,1,5,20201201,,,115,20210326,14,0,0,14,,,,,,27,20210422,12
PF_0021277,1306,1,1,4,20201002,,,115,20210125,19,1,0,18,,,,,,28,20210222,0
PF_0021382,266,7,2,100,20201217,,,115,20210411,13,0,0,13,,,,,,,,
PF_0021277,1137,0,1,270,20201020,,,119,20210216,13,0,0,13,,,,,,,,
PF_0021382,249,6,1,4,20200914,,,114,20210106,18,0,1,17,,,,,,29,20210204,10
PF_0021285,195,5,2,88,20200918,,,114,20210110,12,0,0,12,,,,,,,,
PF_0020239,249,0,1,270,20200928,,,114,20210120,12,0,1,11,,,,,,,,
PF_0021277,150,1,2,45,20200926,,,115,20210119,4,0,0,4,,,,,,27,20210215,10
PF_0021382,344,3,1,4,20201123,,,115,20210318,16,0,2,14,,,,,,28,20210415,11
PF_0021382,341,4,2,20,20200927,,,115,20210120,11,2,0,9,,,,,,29,20210218,10
PF_0021382,477,1,1,4,20201019,,,115,20210211,15,0,0,15,,,,,,28,20210311,10
PF_0021282,166,0,1,268,20200920,,,117,20210115,3,1,0,2,,,,,,,,
PF_0021398,236,0,1,240,20201116,,,114,20210310,13,0,0,13,,,,,,22,20210401,12
PF_0020426,51,5,1,5,20200915,,,114,20210107,9,0,0,9,,,,,,,,
PF_0020253,86,4,1,4,20200922,,,115,20210115,17,0,6,11,,,,,,27,20210211,11
PF_0021382,228,4,1,10,20201011,,,115,20210203,16,0,2,14,,,,,,29,20210304,9
PF_0021382,275,4,1,26,20201020,,,115,20210212,19,0,1,18,,,,,,27,20210311,11
PF_0021282,181,6,1,5,20201005,,,112,20210125,17,4,0,13,,,,,,,,
PF_0021290,821,6,1,4,20200914,,,115,20210107,22,0,1,21,,,,,,,,
PF_0021277,89,1,1,5,20200912,,,115,20210105,15,0,0,15,,,,,,27,20210201,10
PF_0021277,1235,0,3,47,20200917,,,117,20210112,7,0,0,7,,,,,,27,20210208,10
PF_0021277,174,1,1,4,20201016,,,116,20210209,16,0,1,15,,,,,,,,
PF_0021277,986,1,1,4,20201009,,,116,20210202,20,2,2,16,,,,,,,,
PF_0020199,15,1,1,5,20201022,,,116,20210215,14,0,0,14,,,,,,,,
PF_0021277,1298,1,1,4,20200911,,,116,20210105,16,0,0,16,,,,,,27,20210201,11
PF_0021382,491,1,1,5,20201201,,,114,20210325,13,0,0,13,,,,,,28,20210422,11
PF_0021285,79,0,1,243,20200912,,,114,20210104,21,0,3,18,,,,,,,,
PF_0021277,929,1,1,5,20200919,,,115,20210112,20,0,2,18,,,,,,27,20210208,11
PF_0021277,816,2,1,4,20201023,,,116,20210216,12,0,0,12,,,,,,,,
PF_0021382,352,3,1,4,20201026,,,115,20210218,12,0,0,12,,,,,,28,20210318,11
PF_0021282,2,5,1,5,20201005,,,114,20210127,20,2,0,18,,,,,,,,
PF_0021382,166,9,1,4,20201228,,,114,20210421,14,0,1,13,,,,,,,,
PF_0021290,592,5,1,0,20200910,,,114,20210102,11,0,0,11,,,,,,,,
PF_0021277,1170,0,1,270,20201018,,,114,20210209,12,0,3,9,,,,,,,,
PF_0021398,294,5,1,5,20201201,,,114,20210325,16,0,2,14,,,,,,21,20210415,13
PF_0021382,381,0,1,242,20201027,,,115,20210219,8,0,0,8,,,,,,27,20210318,12
PF_0021277,702,1,1,33,20200912,,,115,20210105,11,0,0,11,,,,,,27,20210201,10
PF_0021398,222,0,1,240,20201012,,,114,20210203,14,0,0,14,,,,,,22,20210225,11
PF_0021277,126,2,1,4,20201023,,,116,20210216,18,3,0,15,,,,,,,,
PF_0021382,336,7,1,5,20201117,,,115,20210312,10,0,2,8,,,,,,27,20210408,11
PF_0021277,257,1,1,4,20201023,,,116,20210216,12,3,0,9,,,,,,,,
PF_0021382,173,6,1,5,20200908,,,115,20210101,14,0,1,13,,,,,,27,20210128,11
PF_0021280,77,6,1,5,20200915,,,114,20210107,13,1,0,12,,,,,,28,20210204,12
PF_0020239,33,2,3,0,20200924,,,114,20210116,9,0,0,9,,,,,,,,
PF_0021277,916,1,2,20,20200925,,,116,20210119,15,0,0,15,,,,,,27,20210215,10
PF_0021382,282,11,1,4,20201207,,,115,20210401,17,1,1,15,,,,,,28,20210429,10
PF_0021285,387,2,1,5,20200915,,,114,20210107,10,0,0,10,,,,,,,,
PF_0021382,390,3,1,4,20201012,,,115,20210204,20,0,0,20,,,,,,28,20210304,11
PF_0021287,843,1,1,0,20200913,,,114,20210105,0,0,0,0,,,,,,,,
PF_0021277,1404,2,1,4,20201023,,,116,20210216,8,1,0,7,,,,,,,,
PF_0020239,72,1,1,5,20200912,,,115,20210105,6,0,0,6,,,,,,27,20210201,6
PF_0021277,997,1,1,4,20201009,,,116,20210202,13,2,6,5,,,,,,,,
PF_0021277,1425,2,1,5,20201024,,,115,20210216,14,0,0,14,,,,,,,,
PF_0021277,98,1,1,5,20201017,,,115,20210209,9,1,0,8,,,,,,,,
PF_0021398,30,5,1,4,20201228,,,114,20210421,22,0,2,20,,,,,,,,
PF_0021382,511,1,2,34,20201201,,,116,20210327,11,0,4,7,,,,,,0,20210327,0
PF_0021398,229,0,1,240,20201007,,,114,20210129,15,0,1,14,,,,,,20,20210218,12
PF_0021277,750,1,1,27,20200920,,,114,20210112,18,1,1,16,,,,,,27,20210208,10
PF_0020199,16,1,1,5,20201022,,,119,20210218,12,0,0,12,,,,,,,,
PF_0021398,26,1,1,6,20200930,,,113,20210121,11,0,0,11,,,,,,21,20210211,10
PF_0021291,1096,1,1,0,20201007,,,113,20210128,15,2,0,13,,,,,,,,
PF_0021382,406,0,1,243,20201228,,,114,20210421,16,0,1,15,,,,,,,,
PF_0021291,1076,1,1,0,20200929,,,114,20210121,14,2,0,12,,,,,,,,
PF_0021398,312,3,1,5,20201013,,,114,20210204,14,0,2,12,,,,,,21,20210225,11
PF_0021277,101,1,2,49,20200905,2,재발불임,118,20210101,8,1,0,7,,,,,,24,20210125,10
PF_0021282,149,0,1,257,20200920,,,116,20210114,17,1,0,16,,,,,,,,
PF_0021287,444,3,1,6,20200909,,,114,20210101,0,0,0,0,,,,,,,,
PF_0021277,1058,0,3,47,20201024,,,115,20210216,11,0,0,11,,,,,,,,
PF_0021382,339,4,1,5,20201229,,,114,20210422,13,0,0,13,,,,,,,,
PF_0021291,84,1,1,0,20200909,,,114,20210101,16,0,0,16,,,,,,,,
PF_0021382,244,4,1,8,20210101,,,114,20210425,16,0,0,16,,,,,,,,
PF_0021382,40,4,1,2,20201212,,,115,20210406,14,0,1,13,,,,,,23,20210429,12
PF_0021280,202,2,1,5,20200915,,,114,20210107,12,0,0,12,,,,,,28,20210204,9
PF_0021286,28,5,2,0,20200928,,,117,20210123,16,1,0,15,,,,,,,,
PF_0021277,1319,1,2,47,20201001,,,116,20210125,10,1,0,9,,,,,,28,20210222,0
PF_0021382,32,4,1,5,20201110,,,112,20210302,17,0,2,15,,,,,,30,20210401,12
PF_0021382,267,8,2,103,20201226,,,115,20210420,2,0,1,1,,,,,,,,
PF_0021382,393,0,1,615,20201110,,,115,20210305,14,0,0,14,,,,,,27,20210401,12
PF_0021382,157,8,1,4,20200914,,,115,20210107,15,1,0,14,,,,,,28,20210204,12
PF_0021277,253,1,1,4,20201002,,,116,20210126,13,0,1,12,,,,,,27,20210222,0
PF_0020266,32,8,1,5,20200908,,,119,20210105,11,0,0,11,,,,,,,,
PF_0021295,3,1,1,4,20201012,,,116,20210205,13,0,0,13,,,,,,,,
PF_0021277,513,1,1,5,20201017,,,115,20210209,11,1,0,10,,,,,,,,
PF_0021382,261,6,1,5,20201201,,,115,20210326,14,1,0,13,,,,,,27,20210422,9
PF_0021277,53,1,1,5,20200912,,,115,20210105,14,2,0,12,,,,,,27,20210201,10
PF_0021277,300,1,1,4,20200925,,,116,20210119,11,1,0,10,,,,,,27,20210215,10
PF_0021398,155,5,1,5,20201222,,,114,20210415,15,0,2,13,,,,,,21,20210506,12
PF_0021299,106,1,3,0,20200915,,,115,20210108,12,0,0,12,,,,,,,,
