,좌표정보(X),좌표정보(Y),lon,lat
63,193828.436099762,451433.789634245,126.92804372805229,37.565165187683064
64,193046.534722015,450424.564540851,126.91920327096547,37.55606656265711
65,192952.420678323,449862.465821234,126.9181435978397,37.55100139031001
66,193105.3351414,450464.444202107,126.91986835635113,37.55642631985367
67,193330.714127201,450564.513156137,126.92241813806913,37.55732960410298
68,192311.642580307,449855.643910445,126.91089226711584,37.55093476054122
69,193378.565878023,450631.475566303,126.92295909107189,37.55793327640731
70,188884.075622342,447186.888604306,126.87214469362013,37.52685433788699
71,187210.917773717,450631.435497518,126.85315616166226,37.55786755039116
72,185365.0,450789.0,126.83226171135036,37.55925959806771
73,182524.823835629,451438.25089679,126.80010176408638,37.565059576801474
74,185574.937191115,448716.274685045,126.8346786400695,37.54058792918171
75,186966.036176588,451047.287263879,126.85037727375695,37.561610871742545
76,190232.524534335,444978.682746138,126.88742908395564,37.50697387704599
77,189570.360930049,444336.051330144,126.87994924558915,37.5011765059269
78,204098.596031345,442807.317224836,127.04424137940413,37.487453420419975
79,190107.045415333,445157.626366229,126.88600750573393,37.50858480716948
80,190858.649482406,440808.541334678,126.894562625684,37.469407395653214
81,190119.463375612,441716.684586176,126.8861944340273,37.47758212249128
82,191385.057392247,446098.555926507,126.9004509054287,37.517075435258
83,198295.843258378,442507.699069196,126.97863049478474,37.48476097170855
84,186729.588621957,442612.424502388,126.84785413291245,37.48561004591002
85,202245.377899369,442987.986999742,127.02328761905767,37.4890874876711
86,200250.447804795,444683.220506107,127.00073092406278,37.5043640841491
87,202276.917171991,443970.967951703,127.02364719491743,37.49794406790067
88,210992.497270009,447372.617182859,127.1222582756785,37.52853075996781
89,201753.188497176,446003.445191841,127.01772924346885,37.516257745410655
90,202262.457856142,444382.542260289,127.02348491011116,37.50165238163983
91,202478.599525252,446927.624278174,127.02593763589181,37.52458294568624
92,202530.184769156,446900.961207356,127.02652110857943,37.52434257640329
93,201836.25759237,446034.686457407,127.01866894006808,37.51653907233241
94,201876.763775315,446752.450886565,127.01912888953407,37.52300602011776
95,203069.212130947,446531.904120139,127.0326173697211,37.521015792575554
96,201924.485183724,446086.692910222,127.01966704609613,37.51700747491242
97,203064.64017084,446594.319138687,127.03256590623329,37.521578163853555
98,202337.221506272,444235.284645944,127.02432996630306,37.50032541177043
99,202160.331920404,446215.935571418,127.02233517960985,37.518171440783476
100,202510.175626955,445767.512366594,127.0262909840786,37.51413030426923
101,202039.740381753,445481.884402405,127.02096912338082,37.51155793199961
102,202310.311355859,444240.798282863,127.02402565843336,37.50037515538327
103,202205.430676298,446211.220849265,127.02284530546571,37.518128857836956
104,201869.777642622,446024.410215048,127.01904807235954,37.51644641884062
105,203205.416988211,446740.552934563,127.03415901585714,37.52289525499228
106,211053.119518,442026.988783,127.12286427219074,37.48036614293084
107,209074.900840074,445657.80932984,127.10054319254533,37.51310115736578
108,210986.460698452,441725.293491662,127.12210616263066,37.477648658587796
109,210868.397496689,442053.227933005,127.120776211014,37.48060473499756
110,211008.019335434,448270.500366001,127.12244725163124,37.53662042875322
111,212501.369116329,449282.31038379,127.13936069137564,37.54571781003946
